loc_rowid,toi,tid,tfopwg_disp
998,1833.01,61098812,KP
999,1834.01,71612483,APC
1000,1835.01,347332255,PC
1001,1835.02,347332255,PC
1002,1836.01,207468071,CP
1003,1836.02,207468071,FP
1004,1837.01,144441148,APC
1005,1838.01,162689341,KP
1006,1839.01,381714186,PC
1007,184.01,300871545,FP
1008,1840.01,165987272,KP
1009,1841.01,168699373,KP
1010,1842.01,404505029,CP
1011,1843.01,258871793,FP
1012,1844.01,198108326,KP
1013,1845.01,272758199,PC
1014,1846.01,198385543,CP
1015,1847.01,54002556,KP
1016,1847.02,54002556,PC
1017,1848.01,219824469,FP
1018,1849.01,23740089,APC
1019,185.01,100100827,KP
1020,1850.01,149577217,APC
1021,1851.01,378976682,APC
1022,1852.01,219728669,PC
1023,1853.01,73540072,CP
1024,1854.01,157225097,PC
1025,1855.01,81247740,CP
1026,1856.01,224313733,FP
1027,1857.01,180652891,APC
1028,1858.01,424733642,PC
1029,1859.01,229742722,CP
1030,186.01,279741379,CP
1031,186.02,279741379,CP
1032,1860.01,202426247,CP
1033,1861.01,323295479,PC
1034,1862.01,321668398,CP
1035,1863.01,356919658,FP
1036,1864.01,229791084,KP
1037,1865.01,207425203,APC
1038,1866.01,400430915,PC
1039,1867.01,400476523,FP
1040,1868.01,230087585,PC
1041,1869.01,299780329,PC
1042,187.01,260304296,APC
1043,1870.01,230375747,PC
1044,1871.01,233503636,FP
1045,1872.01,229490898,PC
1046,1873.01,328933398,PC
1047,1873.02,328933398,PC
1048,1873.03,328933398,PC
1049,1874.01,232641326,APC
1050,1875.01,233047097,PC
1051,1876.01,233078665,PC
1052,1877.01,233497719,FP
1053,1878.01,219762508,PC
1054,1879.01,243335710,PC
1055,188.01,280830734,APC
1056,1880.01,359357695,PC
1057,1881.01,59859387,FP
1058,1882.01,396368313,PC
1059,1883.01,348755728,CP
1060,1884.01,219879302,PC
1061,1885.01,258510872,CP
1062,1886.01,403136415,PC
1063,1887.01,229586455,PC
1064,1888.01,459997997,FP
1065,1889.01,139771134,APC
1066,189.01,278866211,FP
1067,1890.01,288636599,PC
1068,1891.01,139198430,APC
1069,1892.01,63698669,PC
1070,1893.01,264544388,PC
1071,1894.01,280865159,PC
1072,1895.01,384159646,PC
1073,1896.01,174302697,PC
1074,1897.01,420645189,FP
1075,1897.02,420645189,FP
1076,1898.01,91987762,CP
1077,1899.01,172370679,CP
1078,190.01,166739520,KP
1079,1900.01,178879588,KP
1080,1901.01,19684256,KP
1081,1902.01,272212970,KP
1082,1903.01,77156657,KP
1083,1904.01,272213425,KP
1084,1905.01,429302040,KP
1085,1906.01,308098254,KP
1086,1907.01,453789494,KP
1087,1908.01,37718056,KP
1088,1909.01,232038798,KP
1089,191.01,183532609,KP
1090,1910.01,437261733,KP
1091,1911.01,44745133,KP
1092,1912.01,50712784,KP
1093,1913.01,53458803,KP
1094,1914.01,53750200,KP
1095,1915.01,98283926,KP
1096,1916.01,98545929,KP
1097,1917.01,339522221,KP
1098,1918.01,308425348,FP
1099,1919.01,102192004,KP
1100,192.01,183537452,KP
1101,1920.01,363851359,KP
1102,1921.01,112099249,KP
1103,1922.01,112604564,KP
1104,1923.01,114299824,KP
1105,1924.01,371443216,KP
1106,1925.01,118956453,KP
1107,1926.01,143143769,KP
1108,1927.01,14344979,KP
1109,1928.01,207077681,KP
1110,1929.01,157266693,KP
1111,193.01,183985250,CP
1112,1930.01,160578764,KP
1113,1931.01,162922904,KP
1114,1932.01,386259537,KP
1115,1933.01,172598832,KP
1116,1934.01,125739286,KP
1117,1935.01,176685457,KP
1118,1936.01,178289267,KP
1119,1937.01,268301217,CP
1120,1938.01,128449971,APC
1121,1939.01,325172035,FP
1122,194.01,211438925,KP
1123,1940.01,7413227,APC
1124,1941.01,167009792,FP
1125,1942.01,308919449,FP
1126,1943.01,382980571,PC
1127,1944.01,461080504,FP
1128,1945.01,357536526,FP
1129,1946.01,127315102,FP
1130,1947.01,460140752,FP
1131,1948.01,31268146,FP
1132,1949.01,334125713,PC
1133,195.01,230982885,KP
1134,1950.01,327663613,FP
1135,1951.01,356590734,PC
1136,1952.01,394509844,FP
1137,1953.01,242536549,FP
1138,1954.01,466113537,PC
1139,1955.01,166184426,FP
1140,1956.01,334911765,FP
1141,1957.01,302659412,FP
1142,1958.01,356747847,PC
1143,1959.01,400323948,FP
1144,196.01,234519192,PC
1145,1960.01,318828309,PC
1146,1961.01,179319057,PC
1147,1962.01,141663464,FP
1148,1963.01,190271688,FP
1149,1964.01,242083025,FP
1150,1965.01,295354126,FP
1151,1966.01,242120884,PC
1152,1967.01,320079492,APC
1153,1968.01,210445631,APC
1154,1969.01,293708935,FP
1155,197.01,441462736,CP
1156,1970.01,162695785,PC
1157,1971.01,253132689,FP
1158,1972.01,267414551,PC
1159,1973.01,47617161,PC
1160,1974.01,295562522,APC
1161,1975.01,467281353,FP
1162,1976.01,329888006,APC
1163,1977.01,383531859,FP
1164,1978.01,458856474,FP
1165,1979.01,458857720,FP
1166,198.01,12421862,CP
1167,1980.01,127793615,FP
1168,1981.01,378613125,PC
1169,1982.01,437329044,PC
1170,1983.01,89535068,FP
1171,1984.01,162246865,FP
1172,1985.01,469212332,APC
1173,1986.01,468997317,APC
1174,1987.01,349088467,APC
1175,1988.01,161156159,FP
1176,1989.01,324395151,FP
1177,199.01,309792357,CP
1178,1990.01,457939414,FP
1179,1991.01,82707763,FP
1180,1992.01,147340931,FP
1181,1993.01,453464017,FP
1182,1994.01,445903569,CP
1183,1995.01,299023386,PC
1184,1996.01,275384718,FP
1185,1997.01,142378043,PC
1186,1998.01,429295277,FP
1187,1999.01,447206604,APC
1188,200.01,410214986,CP
1189,2000.01,371188886,CP
1190,2000.02,371188886,CP
1191,2001.01,118084044,PC
1192,2002.01,356453768,FP
1193,2003.01,58463434,PC
1194,2004.01,439610306,FP
1195,2005.01,147660886,PC
1196,2006.01,41173048,FA
1197,2007.01,219466784,PC
1198,2008.01,70887357,FP
1199,2009.01,243187830,PC
1200,201.01,350618622,CP
1201,201.02,350618622,PC
1202,2010.01,26547036,CP
1203,2011.01,136916387,KP
1204,2011.02,136916387,KP
1205,2011.03,136916387,KP
1206,2012.01,138294130,KP
1207,2013.01,188589164,CP
1208,2014.01,198588220,KP
1209,2015.01,368287008,CP
1210,2016.01,219508169,PC
1211,2016.02,219508169,PC
1212,2016.03,219508169,PC
1213,2017.01,357416482,FP
1214,2018.01,357501308,CP
1215,2019.01,159781361,CP
1216,202.01,355509914,PC
1217,2020.01,39903405,KP
1218,2021.01,236312126,KP
1219,2022.01,11996814,FP
1220,2023.01,16884216,APC
1221,2024.01,255930614,KP
1222,2025.01,394050135,CP
1223,2026.01,407059875,PC
1224,2027.01,335996558,FP
1225,2028.01,336456596,FP
1226,2029.01,445254275,FP
1227,203.01,259962054,FA
1228,2030.01,422656370,APC
1229,2031.01,470127886,PC
1230,2032.01,470159478,APC
1231,2033.01,53617134,PC
1232,2034.01,427279997,FP
1233,2035.01,53709089,PC
1234,2036.01,368320811,PC
1235,2037.01,405559035,PC
1236,2037.02,405559035,PC
1237,2038.01,235937532,APC
1238,2039.01,237071229,PC
1239,204.01,281781375,PC
1240,2040.01,427730490,PC
1241,2041.01,54364414,FP
1242,2042.01,269424395,FP
1243,2043.01,346929661,PC
1244,2044.01,270333769,FP
1245,2045.01,347013211,PC
1246,2046.01,468574941,CP
1247,2047.01,363761216,FP
1248,2048.01,159873822,CP
1249,2049.01,314835525,PC
1250,205.01,281575427,PC
1251,2050.01,316468545,PC
1252,2051.01,375850439,PC
1253,2052.01,1100766816,FP
1254,2053.01,315755496,FP
1255,2054.01,378355116,FP
1256,2055.01,322062001,APC
1257,2056.01,396356111,APC
1258,2057.01,229888286,PC
1259,2058.01,326732851,FP
1260,2059.01,403308915,FP
1261,206.01,55650590,CP
1262,2060.01,285542903,FP
1263,2061.01,327577308,FP
1264,2062.01,373785851,FP
1265,2063.01,334811204,PC
1266,2064.01,115524421,KP
1267,2065.01,356710041,APC
1268,2066.01,141663460,FP
1269,2067.01,147951030,PC
1270,2068.01,417931300,CP
1271,2069.01,198187049,PC
1272,207.01,260271203,FP
1273,2070.01,233182695,PC
1274,2071.01,198360694,PC
1275,2072.01,900715901,PC
1276,2073.01,441642457,PC
1277,2074.01,158075010,PC
1278,2075.01,23814735,PC
1279,2076.01,27491137,CP
1280,2076.02,27491137,CP
1281,2076.03,27491137,CP
1282,2077.01,230075227,PC
1283,2078.01,159244568,FA
1284,2079.01,224298134,PC
1285,2079.02,224298134,PC
1286,208.01,314865962,PC
1287,2080.01,367739494,PC
1288,2081.01,321669174,CP
1289,2081.02,321669174,PC
1290,2082.01,160039081,PC
1291,2083.01,233633993,PC
1292,2084.01,441738827,CP
1293,2084.02,441738827,FP
1294,2085.01,103633672,PC
1295,2086.01,230387153,PC
1296,2086.02,230387153,PC
1297,2087.01,219462190,PC
1298,2088.01,441765914,CP
1299,2089.01,341815197,PC
1300,209.01,52204645,APC
1301,2090.01,233721037,PC
1302,2091.01,219778329,PC
1303,2092.01,393965778,PC
1304,2093.01,402898317,CP
1305,2094.01,356016119,PC
1306,2095.01,235678745,CP
1307,2095.02,235678745,CP
1308,2096.01,142748283,CP
1309,2096.02,142748283,CP
1310,2097.01,279982557,FP
1311,2098.01,356700488,PC
1312,2099.01,230386397,FP
1313,210.01,141608198,PC
1314,2100.01,219436394,PC
1315,2101.01,165527918,PC
1316,2102.01,289590465,PC
1317,2102.02,289590465,PC
1318,2103.01,160491359,PC
1319,2103.02,160491359,PC
1320,2104.01,367630162,PC
1321,2104.02,367630162,PC
1322,2104.03,367630162,PC
1323,2104.04,367630162,PC
1324,2104.05,367630162,PC
1325,2105.01,156199502,PC
1326,2106.01,393911494,FP
1327,2107.01,446549906,CP
1328,2108.01,347538174,APC
1329,2109.01,392476080,CP
1330,211.01,300293197,APC
1331,2110.01,394029948,FA
1332,2111.01,356235833,FP
1333,2112.01,427320001,PC
1334,2112.02,427320001,PC
1335,2113.01,1400212743,FP
1336,2114.01,9828416,PC
1337,2115.01,54464870,FP
1338,2116.01,422838133,FP
1339,2117.01,279212407,FP
1340,2118.01,17416749,FP
1341,2119.01,236387002,CP
1342,212.01,206609630,APC
1343,2120.01,389900760,CP
1344,2121.01,88996391,APC
1345,2122.01,311408969,KP
1346,2123.01,105840719,PC
1347,2124.01,159742538,KP
1348,2125.01,116242971,KP
1349,2126.01,116264089,KP
1350,2127.01,21744120,KP
1351,2128.01,21832928,CP
1352,2129.01,101721385,KP
1353,213.01,234345288,PC
1354,213.02,234345288,PC
1355,2130.01,320798691,KP
1356,2131.01,27848472,KP
1357,2132.01,358516596,KP
1358,2133.01,39200363,PC
1359,2134.01,75878355,CP
1360,2134.02,75878355,CP
1361,2135.01,76419763,KP
1362,2136.01,336128819,CP
1363,2137.01,23059280,APC
1364,2138.01,336267424,FP
1365,2139.01,308172249,KP
1366,214.01,167415965,PC
1367,214.02,167415965,PC
1368,2140.01,399860444,KP
1369,2141.01,287256467,CP
1370,2142.01,44313455,PC
1371,2143.01,103195323,PC
1372,2144.01,428988981,PC
1373,2145.01,88992642,CP
1374,2146.01,158916431,FP
1375,2147.01,341630071,PC
1376,2148.01,233569098,FP
1377,2149.01,1716467085,PC
1378,215.01,231912935,PC
1379,2150.01,230267547,FP
1380,2151.01,23389848,FP
1381,2152.01,395393265,CP
1382,2153.01,406855039,FP
1383,2154.01,428787891,CP
1384,2155.01,461591646,CP
1385,2156.01,258402425,FP
1386,2157.01,298495970,FP
1387,2158.01,342642208,CP
1388,2159.01,270515566,APC
1389,216.01,55652896,CP
1390,216.02,55652896,CP
1391,2160.01,284477310,PC
1392,2161.01,366563452,FP
1393,2162.01,284564230,FP
1394,2163.01,43429656,PC
1395,2164.01,49967354,FP
1396,2165.01,73560357,APC
1397,2166.01,233680651,PC
1398,2167.01,160162987,FP
1399,2168.01,364075352,FP
1400,2169.01,8516795,PC
1401,217.01,260043723,FP
1402,2170.01,154741689,PC
1403,2171.01,75656058,FA
1404,2172.01,76197937,FA
1405,2173.01,293567206,FP
1406,2174.01,159815224,PC
1407,2175.01,405717754,KP
1408,2176.01,123495874,KP
1409,2177.01,123233041,KP
1410,2178.01,164892194,KP
1411,2179.01,237913194,CP
1412,218.01,32090583,PC
1413,218.02,32090583,PC
1414,2180.01,298663873,CP
1415,2181.01,233068569,PC
1416,2182.01,268823307,KP
1417,2183.01,1715469662,PC
1418,2184.01,176956893,CP
1419,2185.01,355096431,PC
1420,2186.01,238171173,PC
1421,2187.01,270472265,PC
1422,2188.01,260797169,PC
1423,2189.01,270342589,PC
1424,219.01,260609205,FP
1425,2190.01,389421473,PC
1426,2191.01,262471759,PC
1427,2192.01,277890574,PC
1428,2193.01,401604346,CP
1429,2194.01,271478281,CP
1430,2195.01,24695044,PC
1431,2196.01,372172128,CP
1432,2197.01,389352124,KP
1433,2198.01,100566492,KP
1434,2199.01,369455629,KP
1435,220.01,150098860,CP
1436,2200.01,142105158,PC
1437,2201.01,219306934,PC
1438,2202.01,358107516,CP
1439,2203.01,355600246,APC
1440,2204.01,467971286,KP
1441,2205.01,260298958,FP
1442,2206.01,381856447,KP
1443,2207.01,90850770,CP
1444,2208.01,38680052,PC
1445,2209.01,271806353,PC
1446,221.01,316937670,FP
1447,2210.01,317089588,PC
1448,2211.01,212253390,CP
1449,2212.01,280803917,PC
1450,2213.01,406318573,PC
1451,2214.01,272236017,PC
1452,2215.01,425561347,CP
1453,2216.01,39018923,PC
1454,2217.01,234330672,PC
1455,2218.01,348995212,APC
1456,2219.01,278138619,PC
1457,222.01,144440290,FP
1458,2220.01,150437346,PC
1459,2221.01,441420236,CP
1460,2222.01,306510653,PC
1461,2223.01,273695332,PC
1462,2224.01,388198242,PC
1463,2225.01,271891552,PC
1464,2226.01,403135192,PC
1465,2227.01,405425498,APC
1466,2227.02,405425498,APC
1467,2228.01,61733521,FP
1468,2229.01,143410850,PC
1469,223.01,326453034,FA
1470,2230.01,129432342,FP
1471,2231.01,100504381,FA
1472,2232.01,439444938,PC
1473,2233.01,421455387,APC
1474,2234.01,271491157,APC
1475,2235.01,267093376,APC
1476,2236.01,394722182,CP
1477,2237.01,389238529,FP
1478,2238.01,231077395,PC
1479,2239.01,388130235,FP
1480,224.01,70797900,APC
1481,2240.01,98494121,FP
1482,2241.01,96973930,PC
1483,2242.01,92562123,PC
1484,2243.01,1990842033,APC
1485,2244.01,1989628303,PC
1486,2245.01,278415929,PC
1487,2246.01,349786918,FP
1488,2247.01,376168473,FA
1489,2248.01,179580045,PC
1490,2249.01,152714791,FP
1491,225.01,47525799,PC
1492,2250.01,264303333,FP
1493,2251.01,229715760,PC
1494,2252.01,233066156,PC
1495,2253.01,367855829,FA
1496,2254.01,233688779,PC
1497,2255.01,265146266,PC
1498,2256.01,262880065,PC
1499,2257.01,198485881,CP
1500,2258.01,219821826,FP
1501,2259.01,219501568,PC
1502,226.01,47484268,FP
1503,2260.01,232568235,CP
1504,2261.01,229787062,PC
1505,2262.01,165530380,PC
1506,2263.01,159400561,PC
1507,2264.01,235943205,PC
1508,2265.01,310231275,PC
1509,2266.01,8348911,CP
1510,2267.01,459837008,CP
1511,2267.02,459837008,PC
1512,2267.03,459837008,CP
1513,2268.01,20203297,PC
1514,2269.01,441798995,FA
1515,2269.02,441798995,PC
1516,2269.03,441798995,PC
1517,227.01,2760710,FA
1518,2270.01,198178505,PC
1519,2271.01,258389327,APC
1520,2272.01,265460043,APC
1521,2273.01,142117976,PC
1522,2274.01,289164482,CP
1523,2274.02,289164482,PC
1524,2275.01,272679240,PC
1525,2276.01,198456933,PC
1526,2277.01,288516853,PC
1527,2278.01,243313296,PC
1528,2279.01,115623434,PC
1529,228.01,77044471,KP
1530,2280.01,115583726,PC
1531,2281.01,264171144,PC
1532,2282.01,237211410,PC
1533,2283.01,198211976,FA
1534,2284.01,115446313,FP
1535,2285.01,329148988,CP
1536,2286.01,237201858,PC
1537,2287.01,160077104,PC
1538,2288.01,462615350,PC
1539,2289.01,82452140,PC
1540,229.01,120610833,KP
1541,2290.01,321688498,PC
1542,2291.01,236934937,PC
1543,2292.01,236934268,PC
1544,2293.01,71347873,PC
1545,2294.01,284361752,PC
1546,2295.01,48018596,PC
1547,2296.01,165554103,PC
1548,2297.01,233500935,PC
1549,2298.01,229608594,PC
1550,2299.01,362220495,FA
1551,230.01,160074939,FA
1552,2300.01,280031353,PC
1553,2300.02,280031353,PC
1554,2300.03,280031353,PC
1555,2301.01,283829553,PC
1556,2302.01,144000801,APC
1557,2303.01,197959526,FP
1558,2304.01,70420766,PC
1559,2305.01,232079930,APC
1560,2306.01,147284470,PC
1561,2307.01,270219048,PC
1562,2308.01,234489976,PC
1563,2309.01,328012209,PC
1564,231.01,204376737,KP
1565,2310.01,38467100,PC
1566,2311.01,25139786,APC
1567,2312.01,147425389,PC
1568,2313.01,325468685,PC
1569,2314.01,355446093,PC
1570,2315.01,302333151,APC
1571,2316.01,61980227,FP
1572,2317.01,274599700,FP
1573,2318.01,88840705,APC
1574,2319.01,349488688,CP
1575,2319.02,349488688,KP
1576,232.01,402026209,KP
1577,2320.01,207501148,FP
1578,2321.01,138126035,PC
1579,2322.01,300812741,CP
1580,2322.02,300812741,CP
1581,2323.01,293527670,FP
1582,2324.01,69819610,PC
1583,2325.01,152800085,APC
1584,2326.01,175456679,PC
1585,2327.01,177308364,PC
1586,2328.01,394287035,CP
1587,2329.01,238920875,PC
1588,233.01,415969908,PC
1589,233.02,415969908,PC
1590,2330.01,180991313,KP
1591,2331.01,168751223,PC
1592,2332.01,286000547,PC
1593,2333.01,358579111,PC
1594,2334.01,200743403,PC
1595,2335.01,160003961,APC
1596,2336.01,88902249,CP
1597,2337.01,230001847,CP
1598,2338.01,24358417,CP
1599,2339.01,279514271,PC
1600,234.01,12423815,PC
1601,2340.01,29959761,FP
1602,2341.01,100267480,FP
1603,2342.01,100589632,FP
1604,2343.01,166834768,PC
1605,2344.01,311179742,PC
1606,2345.01,91555165,CP
1607,2345.02,91555165,CP
1608,2346.01,317483660,PC
1609,2347.01,301343785,APC
1610,2348.01,317019074,PC
1611,2349.01,405452527,APC
1612,235.01,280095254,PC
1613,2350.01,47601197,PC
1614,2350.02,47601197,PC
1615,2351.01,290036495,APC
1616,2352.01,32925763,PC
1617,2353.01,177079323,PC
1618,2354.01,219766989,FP
1619,2355.01,124515764,PC
1620,2356.01,30947715,PC
1621,2357.01,124206468,PC
1622,2358.01,124095888,FP
1623,2359.01,436102447,PC
1624,236.01,9727392,FP
1625,2360.01,31656385,FP
1626,2361.01,204671232,PC
1627,2362.01,302924206,PC
1628,2363.01,445456888,PC
1629,2364.01,39414571,CP
1630,2365.01,344085117,FP
1631,2366.01,39218269,APC
1632,2367.01,441159680,PC
1633,2368.01,401125028,CP
1634,2369.01,220068921,PC
1635,237.01,305048087,CP
1636,2370.01,347357977,PC
1637,2371.01,432132155,PC
1638,2372.01,189620016,FP
1639,2373.01,332558858,CP
1640,2374.01,439366538,CP
1641,2375.01,164150537,PC
1642,2376.01,326522874,PC
1643,2377.01,146165619,APC
1644,2378.01,231063955,PC
1645,2379.01,201177276,CP
1646,238.01,9006668,CP
1647,2380.01,176220787,KP
1648,2381.01,39080923,PC
1649,2382.01,2760219,PC
1650,2383.01,20897611,APC
1651,2384.01,382602147,CP
1652,2385.01,231850364,PC
1653,2386.01,32487566,KP
1654,2387.01,237885040,APC
1655,2388.01,382625239,PC
1656,2389.01,89544985,PC
1657,239.01,9725627,KP
1658,2390.01,369965258,PC
1659,2391.01,299897516,PC
1660,2392.01,149349867,PC
1661,2392.02,149349867,PC
1662,2392.03,149349867,PC
1663,2393.01,231071138,PC
1664,2394.01,144297844,PC
1665,2395.01,144124187,PC
1666,2396.01,333734769,APC
1667,2397.01,306337838,PC
1668,2398.01,322807675,PC
1669,2399.01,219701535,PC
1670,240.01,101948569,PC
1671,2400.01,260849386,FP
1672,2401.01,11521555,PC
1673,2402.01,1525480,PC
1674,2403.01,293435336,KP
1675,2404.01,142087638,PC
1676,2404.02,142087638,FP
1677,2404.03,142087638,FP
1678,2405.01,231297123,PC
1679,2406.01,212957629,CP
1680,2407.01,153078576,CP
1681,2408.01,67630845,PC
1682,2409.01,321068176,FA
1683,241.01,77031414,KP
1684,2410.01,248391319,APC
1685,2411.01,10837041,CP
1686,2411.02,10837041,PC
1687,2411.03,10837041,PC
1688,2412.01,684936227,FA
1689,2413.01,206498307,FP
1690,2414.01,237320326,KP
1691,2415.01,161223358,PC
1692,2416.01,237922465,CP
1693,2417.01,49617263,FP
1694,2418.01,65347776,FP
1695,2419.01,358248442,PC
1696,242.01,120585579,FP
1697,2420.01,268532343,CP
1698,2421.01,70524163,CP
1699,2422.01,29919341,APC
1700,2423.01,197807043,PC
1701,2424.01,313891529,FP
1702,2425.01,248387177,PC
1703,2426.01,97486178,PC
1704,2427.01,142937186,CP
1705,2428.01,274193763,APC
1706,2429.01,420051632,PC
1707,243.01,149010208,APC
1708,2430.01,23170835,PC
1709,2431.01,258804746,CP
1710,2432.01,347553438,PC
1711,2433.01,405763009,PC
1712,2434.01,155001079,APC
1713,2435.01,298164705,PC
1714,2436.01,154568734,PC
1715,2437.01,251094370,PC
1716,2438.01,686072378,FP
1717,2439.01,274194927,PC
1718,244.01,118327550,CP
1719,2440.01,129839175,APC
